ts,topic,type,ticker,price,qty,agent,rule,label,buy_agent,sell_agent,previous_delta,current_delta,agent_name
2026-03-22T12:39:52.397Z,market,trade,TESTE,99993.08270847371,60,,,,BTG,CITI,,,
2026-03-22T12:39:52.556Z,market,trade,TESTE,99995.53991451717,41,,,,CS,ITAU,,,
2026-03-22T12:39:52.710Z,market,trade,TESTE,99992.95073673087,10,,,,ITAU,CITI,,,
2026-03-22T12:39:52.876Z,market,trade,TESTE,99994.65899092631,159,,,,ITAU,BTG,,,
2026-03-22T12:39:53.041Z,market,trade,TESTE,99998.41873807757,145,,,,ITAU,ITAU,,,
2026-03-22T12:39:53.195Z,market,trade,TESTE,100009.6481626726,39,,,,CITI,CITI,,,
2026-03-22T12:39:53.368Z,market,trade,TESTE,100003.83708698145,107,,,,BARCL,BTG,,,
2026-03-22T12:39:53.522Z,market,trade,TESTE,100009.39384247395,122,,,,CS,XP,,,
2026-03-22T12:39:53.677Z,market,trade,TESTE,100012.8901245631,74,,,,BARCL,GOLDM,,,
2026-03-22T12:39:53.842Z,market,trade,TESTE,100013.0921729332,182,,,,CS,UBS,,,
2026-03-22T12:39:53.994Z,market,trade,TESTE,100005.62882599147,147,,,,MS,CS,,,
2026-03-22T12:39:54.158Z,market,trade,TESTE,100010.38605645498,177,,,,UBS,ITAU,,,
2026-03-22T12:39:54.322Z,market,trade,TESTE,100006.10585069495,181,,,,GOLDM,UBS,,,
2026-03-22T12:39:54.477Z,market,trade,TESTE,100004.21501122163,98,,,,CITI,XP,,,
2026-03-22T12:39:54.642Z,market,trade,TESTE,100003.45409559036,62,,,,MS,MS,,,
2026-03-22T12:39:54.806Z,market,trade,TESTE,100012.33645916678,41,,,,MS,MS,,,
2026-03-22T12:39:54.962Z,market,trade,TESTE,100008.47747907763,49,,,,BTG,ITAU,,,
2026-03-22T12:39:55.117Z,market,trade,TESTE,100007.06766789634,97,,,,MS,JPM,,,
2026-03-22T12:39:55.269Z,market,trade,TESTE,99996.12547133566,43,,,,CITI,CS,,,
2026-03-22T12:39:55.425Z,market,trade,TESTE,99992.2403614673,86,,,,ITAU,BARCL,,,
2026-03-22T12:39:55.587Z,market,trade,TESTE,99996.11362423477,39,,,,JPM,BARCL,,,
2026-03-22T12:39:55.742Z,market,trade,TESTE,99991.92574819105,50,,,,GOLDM,XP,,,
2026-03-22T12:39:55.894Z,market,trade,TESTE,100006.28681674895,172,,,,ITAU,GOLDM,,,
2026-03-22T12:39:56.044Z,market,trade,TESTE,100006.35389078436,169,,,,CS,GOLDM,,,
2026-03-22T12:39:56.202Z,market,trade,TESTE,99999.84893937159,37,,,,GOLDM,CS,,,
2026-03-22T12:39:56.359Z,market,trade,TESTE,100012.19830262662,140,,,,XP,GOLDM,,,
2026-03-22T12:39:56.510Z,market,trade,TESTE,100003.93855407981,141,,,,MS,CS,,,
2026-03-22T12:39:56.673Z,market,trade,TESTE,100001.1499748371,200,,,,BARCL,MS,,,
2026-03-22T12:39:56.825Z,market,trade,TESTE,100012.36738244981,185,,,,GOLDM,ITAU,,,
2026-03-22T12:39:56.978Z,market,trade,TESTE,100012.4642352801,87,,,,BTG,CITI,,,
2026-03-22T12:39:57.141Z,market,trade,TESTE,100002.05759645514,18,,,,MS,ITAU,,,
2026-03-22T12:39:57.305Z,market,trade,TESTE,100003.3831696318,19,,,,XP,ITAU,,,
2026-03-22T12:39:57.457Z,market,trade,TESTE,100017.4649696833,113,,,,MS,CS,,,
2026-03-22T12:39:57.610Z,market,trade,TESTE,100017.6097033201,135,,,,BTG,GOLDM,,,
2026-03-22T12:39:57.778Z,market,trade,TESTE,100004.36699429939,43,,,,CS,MS,,,
2026-03-22T12:39:57.944Z,market,trade,TESTE,100017.40606868126,19,,,,MS,XP,,,
2026-03-22T12:39:58.103Z,market,trade,TESTE,100011.81626161274,153,,,,BARCL,CS,,,
2026-03-22T12:39:58.103Z,alert,,TESTE,100011.81626161274,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:39:58.259Z,market,trade,TESTE,100009.43467792629,88,,,,BARCL,ITAU,,,
2026-03-22T12:39:58.426Z,market,trade,TESTE,100020.57869985802,145,,,,JPM,XP,,,
2026-03-22T12:39:58.586Z,market,trade,TESTE,100017.21917390147,111,,,,MS,GOLDM,,,
2026-03-22T12:39:58.743Z,market,trade,TESTE,100004.17725340417,40,,,,UBS,JPM,,,
2026-03-22T12:39:58.895Z,market,trade,TESTE,100004.93832317617,53,,,,XP,BARCL,,,
2026-03-22T12:39:59.061Z,market,trade,TESTE,100000.21210785778,165,,,,XP,ITAU,,,
2026-03-22T12:39:59.061Z,alert,,TESTE,100000.21210785778,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:39:59.226Z,market,trade,TESTE,100000.84618087974,50,,,,CITI,UBS,,,
2026-03-22T12:39:59.385Z,market,trade,TESTE,100014.20331780083,64,,,,CS,MS,,,
2026-03-22T12:39:59.385Z,alert,,TESTE,100014.20331780083,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:39:59.545Z,market,trade,TESTE,100004.55595191402,31,,,,MS,CS,,,
2026-03-22T12:39:59.545Z,alert,,TESTE,100004.55595191402,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:39:59.709Z,market,trade,TESTE,100012.78361281224,97,,,,GOLDM,GOLDM,,,
2026-03-22T12:39:59.873Z,market,trade,TESTE,100007.07721910496,104,,,,UBS,CS,,,
2026-03-22T12:39:59.873Z,alert,,TESTE,100007.07721910496,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:00.030Z,market,trade,TESTE,100009.68153902073,194,,,,BARCL,MS,,,
2026-03-22T12:40:00.197Z,market,trade,TESTE,100005.61425189298,88,,,,MS,CS,,,
2026-03-22T12:40:00.197Z,alert,,TESTE,100005.61425189298,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:00.353Z,market,trade,TESTE,100008.75503304655,92,,,,CS,UBS,,,
2026-03-22T12:40:00.509Z,market,trade,TESTE,100019.21371561779,45,,,,BTG,GOLDM,,,
2026-03-22T12:40:00.678Z,market,trade,TESTE,100006.21614345393,62,,,,BARCL,CITI,,,
2026-03-22T12:40:00.840Z,market,trade,TESTE,100019.88628661504,158,,,,CS,UBS,,,
2026-03-22T12:40:00.840Z,alert,,TESTE,100019.88628661504,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:00.993Z,market,trade,TESTE,100021.37852999184,86,,,,XP,UBS,,,
2026-03-22T12:40:01.164Z,market,trade,TESTE,100022.38546040803,85,,,,BARCL,BTG,,,
2026-03-22T12:40:01.322Z,market,trade,TESTE,100017.4376323354,155,,,,XP,ITAU,,,
2026-03-22T12:40:01.477Z,market,trade,TESTE,100021.65619987375,189,,,,ITAU,JPM,,,
2026-03-22T12:40:01.628Z,market,trade,TESTE,100024.31803368087,123,,,,XP,BTG,,,
2026-03-22T12:40:01.628Z,alert,,TESTE,100024.31803368087,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:01.791Z,market,trade,TESTE,100020.49922195266,133,,,,UBS,CITI,,,
2026-03-22T12:40:01.957Z,market,trade,TESTE,100008.22117797387,14,,,,BTG,MS,,,
2026-03-22T12:40:01.958Z,alert,,TESTE,100008.22117797387,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:02.109Z,market,trade,TESTE,100016.58295423725,63,,,,GOLDM,BTG,,,
2026-03-22T12:40:02.278Z,market,trade,TESTE,100008.75861030967,164,,,,ITAU,MS,,,
2026-03-22T12:40:02.278Z,alert,,TESTE,100008.75861030967,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:02.443Z,market,trade,TESTE,100014.76355475611,196,,,,BARCL,MS,,,
2026-03-22T12:40:02.595Z,market,trade,TESTE,100014.70202746209,147,,,,MS,XP,,,
2026-03-22T12:40:02.595Z,alert,,TESTE,100014.70202746209,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:02.758Z,market,trade,TESTE,100015.86868236569,135,,,,CITI,MS,,,
2026-03-22T12:40:02.912Z,market,trade,TESTE,100015.5553855642,183,,,,GOLDM,XP,,,
2026-03-22T12:40:02.912Z,alert,,TESTE,100015.5553855642,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:03.078Z,market,trade,TESTE,100020.08653393178,10,,,,GOLDM,ITAU,,,
2026-03-22T12:40:03.078Z,alert,,TESTE,100020.08653393178,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:03.229Z,market,trade,TESTE,100011.308255863,36,,,,JPM,ITAU,,,
2026-03-22T12:40:03.229Z,alert,,TESTE,100011.308255863,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:03.381Z,market,trade,TESTE,100023.38085110414,55,,,,JPM,BTG,,,
2026-03-22T12:40:03.545Z,market,trade,TESTE,100010.43225288294,95,,,,GOLDM,MS,,,
2026-03-22T12:40:03.545Z,alert,,TESTE,100010.43225288294,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:03.712Z,market,trade,TESTE,100024.25907110944,26,,,,CS,CITI,,,
2026-03-22T12:40:03.713Z,alert,,TESTE,100024.25907110944,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:03.877Z,market,trade,TESTE,100025.50755362683,151,,,,ITAU,ITAU,,,
2026-03-22T12:40:03.877Z,alert,,TESTE,100025.50755362683,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:04.028Z,market,trade,TESTE,100027.6112881255,141,,,,BARCL,JPM,,,
2026-03-22T12:40:04.179Z,market,trade,TESTE,100027.55402727035,53,,,,GOLDM,XP,,,
2026-03-22T12:40:04.179Z,alert,,TESTE,100027.55402727035,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:04.345Z,market,trade,TESTE,100015.83319418874,121,,,,JPM,GOLDM,,,
2026-03-22T12:40:04.495Z,market,trade,TESTE,100011.75374008315,68,,,,BTG,UBS,,,
2026-03-22T12:40:04.659Z,market,trade,TESTE,100022.17633620033,137,,,,CS,BTG,,,
2026-03-22T12:40:04.659Z,alert,,TESTE,100022.17633620033,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:04.811Z,market,trade,TESTE,100024.99023261559,99,,,,MS,ITAU,,,
2026-03-22T12:40:04.811Z,alert,,TESTE,100024.99023261559,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:04.979Z,market,trade,TESTE,100019.53209482266,49,,,,CS,UBS,,,
2026-03-22T12:40:05.145Z,market,trade,TESTE,100033.4731474742,145,,,,CITI,CITI,,,
2026-03-22T12:40:05.297Z,market,trade,TESTE,100037.91507317158,141,,,,ITAU,CS,,,
2026-03-22T12:40:05.297Z,alert,,TESTE,100037.91507317158,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:05.449Z,market,trade,TESTE,100034.77199964455,160,,,,JPM,XP,,,
2026-03-22T12:40:05.610Z,market,trade,TESTE,100029.96754993296,167,,,,ITAU,MS,,,
2026-03-22T12:40:05.611Z,alert,,TESTE,100029.96754993296,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:05.775Z,market,trade,TESTE,100023.66015482409,11,,,,CS,BTG,,,
2026-03-22T12:40:05.931Z,market,trade,TESTE,100019.82694637487,59,,,,ITAU,UBS,,,
2026-03-22T12:40:06.094Z,market,trade,TESTE,100015.5240697865,73,,,,BARCL,BTG,,,
2026-03-22T12:40:06.262Z,market,trade,TESTE,100025.49199547361,69,,,,ITAU,UBS,,,
2026-03-22T12:40:06.262Z,alert,,TESTE,100025.49199547361,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:06.416Z,market,trade,TESTE,100012.12427822409,192,,,,MS,BTG,,,
2026-03-22T12:40:06.416Z,alert,,TESTE,100012.12427822409,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:06.571Z,market,trade,TESTE,100010.46368678691,64,,,,BARCL,GOLDM,,,
2026-03-22T12:40:06.726Z,market,trade,TESTE,100019.94132853247,140,,,,XP,UBS,,,
2026-03-22T12:40:06.726Z,alert,,TESTE,100019.94132853247,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:06.900Z,market,trade,TESTE,100008.06467166216,26,,,,BARCL,XP,,,
2026-03-22T12:40:07.063Z,market,trade,TESTE,100016.45410060021,152,,,,CS,MS,,,
2026-03-22T12:40:07.063Z,alert,,TESTE,100016.45410060021,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:07.223Z,market,trade,TESTE,100007.5323284697,160,,,,MS,ITAU,,,
2026-03-22T12:40:07.223Z,alert,,TESTE,100007.5323284697,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:07.375Z,market,trade,TESTE,100015.22184964608,51,,,,MS,GOLDM,,,
2026-03-22T12:40:07.375Z,alert,,TESTE,100015.22184964608,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:07.540Z,market,trade,TESTE,100019.1549672361,106,,,,BARCL,CS,,,
2026-03-22T12:40:07.541Z,alert,,TESTE,100019.1549672361,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:07.697Z,market,trade,TESTE,100020.41817007717,47,,,,BARCL,UBS,,,
2026-03-22T12:40:07.697Z,alert,,TESTE,100020.41817007717,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:07.858Z,market,trade,TESTE,100012.78252334298,120,,,,CS,XP,,,
2026-03-22T12:40:08.009Z,market,trade,TESTE,100019.65217489723,28,,,,ITAU,UBS,,,
2026-03-22T12:40:08.009Z,alert,,TESTE,100019.65217489723,,,3,Acúmulo Institucional Abaixo da VWAP,,,,,
2026-03-22T12:40:08.173Z,market,trade,TESTE,100022.05210147728,123,,,,UBS,UBS,,,
